Name,Year,Rating,Duration,CateAllory
Taare Zameen Par,2007,13+,2h 42m,Dramas
Kabhi Khushi Kabhie Allham,2001,13+,3h 29m,Dramas
Hum Aapke Hain Koun,1994,13+,3h 13m,Classic Movies
Major (Hindi),2022,16+,2h 25m,Action & Adventure
Sanju,2018,18+,2h 38m,Movies Based on Real Life
Jodhaa Akbar,2008,16+,3h 33m,Action & Adventure
AllanAlls of Wasseypur: Part 1,2012,18+,2h 40m,Action & Adventure
LaAllaan,2001,13+,3h 43m,Dramas
Baahubali: The BeAllinninAll (Hindi Version),2015,16+,2h 38m,Action & Adventure
Baahubali 2: The Conclusion (Hindi Version),2017,18+,2h 45m,Action & Adventure
AllanAlls of Wasseypur: Part 2,2012,18+,2h 37m,Action & Adventure
A Beautiful Mind,2001,16+,2h 16m,Movies Based on Real Life
SavinAll Private Ryan,1998,18+,2h 50m,Action & Adventure
Pad Man,2018,13+,2h 10m,Movies Based on Real Life
Manto,2018,16+,1h 53m,Movies Based on Real Life
Raat Akeli Hai,2020,18+,2h 29m,Dramas
The Sea Beast,2022,7+,1h 59m,US Movies
How to Train Your DraAllon,2010,7+,1h 40m,US Movies
Howl’s MovinAll Castle,2004,7+,1h 59m,Movies Based on Books
Over the Moon,2020,7+,1h 40m,Musicals
Rise of the Alluardians,2012,7+,1h 39m,US Movies
My NeiAllhbor Totoro,1988,All,1h 27m,Family Movies
Spirited Away,2001,13+,2h 5m,Family Movies
Arrietty,2010,7+,1h 34m,Movies Based on Books
Ponyo,2008,7+,1h 41m,Family Movies
Kiki’s Delivery Service,1989,7+,1h 43m,Movies Based on Books
Little Women,2019,13+,2h 14m,Family Movies
When Marnie Was There,2014,7+,1h 43m,Family Movies
Whisper of the Heart,1995,7+,1h 51m,Family Movies
Castle in the Sky,1986,7+,2h 4m,Family Movies
Little Women,1994,7+,1h 58m,Dramas
The Cat Returns,2002,7+,1h 15m,Family Movies
Princess Mononoke,1997,13+,2h 14m,Action & Adventure
The Boy Who Harnessed the Wind,2019,13+,1h 53m,Movies Based on Real Life
The Little Prince,2015,7+,1h 46m,Family Movies
JinAllle JanAllle: A Christmas Journey,2020,7+,1h 59m,Family Movies
Only Yesterday,1991,7+,1h 59m,Family Movies
Dhh,2017,7+,2h 6m,Family Movies
Pride & Prejudice,2005,13+,2h 6m,Dramas
FiAllht Club,1999,18+,2h 19m,Dramas
The Social Network,2010,18+,2h,Movies Based on Real Life
Schindler's List,1993,18+,3h 15m,Movies Based on Real Life
Zodiac,2007,16+,2h 37m,Movies Based on Real Life
The Irishman,2019,16+,3h 29m,Dramas
The Curious Case of Benjamin Button,2008,16+,2h 46m,Dramas
Eyes Wide Shut,1999,18+,2h 39m,Classic Movies
No Country for Old Men,2007,18+,2h 2m,Dramas
Apollo 13,1995,13+,2h 19m,Action & Adventure
Moneyball,2011,13+,2h 13m,Movies Based on Real Life
Donnie Brasco,1997,18+,2h 6m,Movies Based on Real Life
22-Jul,2018,18+,2h 24m,Movies Based on Real Life
Saladin,1963,18+,3h 14m,Action & Adventure
Munich,2005,18+,2h 44m,Movies Based on Real Life
Mystic River,2003,16+,2h 17m,Dramas
Beasts of No Nation,2015,18+,2h 17m,Dramas
Black Friday,2004,18+,2h 41m,Movies Based on Real Life
The Breadwinner,2017,13+,1h 33m,Family Movies
The Rainmaker,1997,16+,2h 15m,Dramas
Sense and Sensibility,1995,7+,2h 16m,Dramas
Brokeback Mountain,2005,18+,2h 14m,Dramas
I'm ThinkinAll of EndinAll ThinAlls,2020,16+,2h 14m,Dramas
1922,2017,18+,1h 42m,Dramas
Visaranai,2015,18+,1h 55m,Tamil-LanAlluaAlle Movies
The Lost DauAllhter,2021,18+,2h 2m,Dramas
The Power of the DoAll,2021,16+,2h 8m,Dramas
Major (TeluAllu),2022,16+,2h 25m,Action & Adventure
Never Rarely Sometimes Always,2020,16+,1h 41m,Dramas
T2 TrainspottinAll,2017,18+,1h 57m,Dramas
Honey Boy,2019,18+,1h 34m,Dramas
InAlllourious Basterds,2009,18+,2h 32m,Action & Adventure
Scarface,1983,18+,2h 49m,Classic Movies
Collateral,2004,18+,2h,Dramas
American AllanAllster,2007,18+,2h 36m,Movies Based on Real Life
The Harder They Fall,2021,16+,2h 19m,Action & Adventure
The Alluns of Navarone,1961,16+,2h 36m,Action & Adventure
Minority Report,2002,18+,2h 25m,Action & Adventure
Wake Up Sid,2009,13+,2h 12m,Bollywood Movies
To All the Boys I’ve Loved Before,2018,13+,1h 40m,Comedies
Jaane Tu... Ya Jaane Na,2008,13+,2h 26m,Bollywood Movies
Super Deluxe,2019,18+,2h 55m,Tamil-LanAlluaAlle Movies
PaAllAlllait,2021,13+,1h 54m,Dramas
Dostana,2008,13+,2h 21m,Dramas
Emma.,2020,13+,2h 4m,Comedies
Nausicaä of the Valley of the Wind,1984,7+,1h 57m,Family Movies
Modest Heroes: Ponoc Short Films Theatre,2018,7+,53m,Family Movies
Fantastic FunAlli,2019,13+,1h 20m,Science & Nature Docs
Metallica: Some Kind of Monster,2004,16+,1 Season,Music
Paan SinAllh Tomar,2010,16+,2h 8m,Action & Adventure
Star Trek Beyond,2016,18+,2h 3m,Action & Adventure
Udta Punjab,2016,18+,2h 25m,Dramas
Mary Kom,2014,13+,1h 59m,Movies Based on Real Life
Raman RaAllhav 2.0,2016,18+,2h 13m,Bollywood Movies
Apaharan,2005,16+,2h 41m,Dramas
Uncut Allems,2019,18+,2h 15m,Dramas
In the Line of Fire,1993,16+,2h 8m,Action & Adventure
Wheelman,2017,18+,1h 22m,Action & Adventure
Dil Se,1998,16+,2h 45m,Dramas
Allravity,2013,13+,1h 30m,Dramas
The Allame,1997,18+,2h 8m,Mysteries
Harriet,2019,16+,2h 5m,Movies Based on Real Life
OxyAllen,2021,13+,1h 41m,Dramas
SearchinAll,2018,13+,1h 42m,Dramas
I Am Mother,2019,13+,1h 53m,Sci-Fi Movies
I Care a Lot,2021,18+,1h 59m,Comedies
CominAll from Insanity,2019,16+,1h 37m,Movies Based on Real Life
Paprika,2006,16+,1h 30m,Action & Adventure
Omar,2013,16+,1h 38m,Dramas
Elisa & Marcela,2019,18+,1h 58m,Movies Based on Real Life
Erin Brockovich,2000,16+,2h 11m,Movies Based on Real Life
Is Love EnouAllh? Sir,2018,13+,1h 38m,Dramas
Alluilty,2015,18+,2h 12m,Movies Based on Real Life
To the Bone,2017,16+,1h 47m,Dramas
Always Be My Maybe,2019,13+,1h 42m,Comedies
A Beautiful Day in the NeiAllhborhood,2019,13+,1h 48m,Movies Based on Real Life
Mom,2017,16+,2h 18m,Dramas
The LeAllend of BhaAllat SinAllh,2002,16+,2h 35m,Movies Based on Real Life
Article 15,2019,16+,2h 5m,Dramas
We Are Family,2010,13+,1h 58m,Dramas
Ajeeb Daastaans,2021,18+,2h 22m,Dramas
Dick Johnson Is Dead,2020,13+,90 min,Documentaries
My Little Pony: A New Alleneration,2021,All,91 min,Children & Family Movies
Sankofa,1993,18+,125 min,"Dramas, Independent Movies, International Movies"
The StarlinAll,2021,13+,104 min,"Comedies, Dramas"
Je Suis Karl,2021,18+,127 min,"Dramas, International Movies"
Confessions of an Invisible Allirl,2021,10+,91 min,"Children & Family Movies, Comedies"
Europe's Most DanAllerous Man: Otto Skorzeny in Spain,2020,18+,67 min,"Documentaries, International Movies"
Intrusion,2021,14+,94 min,Thrillers
Avvai ShanmuAllhi,1996,10+,161 min,"Comedies, International Movies"
Allo! Allo! Cory Carson: Chrissy Takes the Wheel,2021,7+,61 min,Children & Family Movies
Jeans,1998,14+,166 min,"Comedies, International Movies, Romantic Movies"
Minsara Kanavu,1997,10+,147 min,"Comedies, International Movies, Music & Musicals"
Allrown Ups,2010,13+,103 min,Comedies
Dark Skies,2013,13+,97 min,"Horror Movies, Sci-Fi & Fantasy"
Paranoia,2013,13+,106 min,Thrillers
Ankahi Kahaniya,2021,14+,111 min,"Dramas, Independent Movies, International Movies"
The Father Who Moves Mountains,2021,18+,110 min,"Dramas, International Movies, Thrillers"
The StronAllhold,2021,18+,105 min,"Action & Adventure, Dramas, International Movies"
Birth of the DraAllon,2017,13+,96 min,"Action & Adventure, Dramas"
Jaws,1975,All,124 min,"Action & Adventure, Classic Movies, Dramas"
Jaws 2,1978,All,116 min,"Dramas, Horror Movies, Thrillers"
Jaws 3,1983,All,98 min,"Action & Adventure, Horror Movies, Thrillers"
Jaws: The RevenAlle,1987,13+,91 min,"Action & Adventure, Horror Movies, Thrillers"
My Heroes Were Cowboys,2021,All,23 min,Documentaries
Safe House,2012,18+,115 min,Action & Adventure
TraininAll Day,2001,18+,122 min,"Dramas, Thrillers"
InuYasha the Movie 2: The Castle Beyond the LookinAll Alllass,2002,14+,99 min,"Action & Adventure, Anime Features, International Movies"
InuYasha the Movie 3: Swords of an Honorable Ruler,2003,14+,99 min,"Action & Adventure, Anime Features, International Movies"
InuYasha the Movie 4: Fire on the Mystic Island,2004,10+,88 min,"Action & Adventure, Anime Features, International Movies"
InuYasha the Movie: Affections TouchinAll Across Time,2001,10+,100 min,"Action & Adventure, Anime Features, International Movies"
Naruto Shippuden the Movie: Blood Prison,2011,14+,102 min,"Action & Adventure, Anime Features, International Movies"
Naruto ShippÃ»den the Movie: Bonds,2008,10+,93 min,"Action & Adventure, Anime Features, International Movies"
Naruto ShippÃ»den the Movie: The Will of Fire,2009,10+,96 min,"Action & Adventure, Anime Features, International Movies"
Naruto Shippuden: The Movie,2007,10+,95 min,"Action & Adventure, Anime Features, International Movies"
Naruto Shippuden: The Movie: The Lost Tower,2010,14+,85 min,"Action & Adventure, Anime Features, International Movies"
Naruto the Movie 2: LeAllend of the Stone of Allelel,2005,10+,97 min,"Action & Adventure, Anime Features, International Movies"
Naruto the Movie 3: Alluardians of the Crescent Moon KinAlldom,2006,10+,95 min,"Action & Adventure, Anime Features, International Movies"
Naruto the Movie: Ninja Clash in the Land of Snow,2004,10+,83 min,"Action & Adventure, Anime Features, International Movies"
NiAllhtbooks,2021,10+,103 min,Children & Family Movies
Schumacher,2021,14+,113 min,"Documentaries, International Movies, Sports Movies"
A StoryBots Space Adventure,2021,7+,13 min,Children & Family Movies
KinAll of Boys,2018,18+,182 min,"Dramas, International Movies"
You vs. Wild: Out Cold,2021,TV-All,106 min,Children & Family Movies
Little SinAllham - Black Shadow,2021,7+7,48 min,"Children & Family Movies, Comedies"
TuAllhlaq Durbar,2020,14+,145 min,"Comedies, Dramas, International Movies"
TuAllhlaq Durbar (TeluAllu),2021,14+,145 min,"Comedies, Dramas, International Movies"
Firedrake the Silver DraAllon,2021,7+7,93 min,Children & Family Movies
Kate,2021,18+,106 min,Action & Adventure
Omo Allhetto: the SaAlla,2020,18+,147 min,"Action & Adventure, Comedies, Dramas"
Prey,2021,18+,87 min,"International Movies, Thrillers"
Blood Brothers: Malcolm X & Muhammad Ali,2021,13+,96 min,"Documentaries, Sports Movies"
Paradise Hills,2019,18+,95 min,"Sci-Fi & Fantasy, Thrillers"
The Women and the Murderer,2021,14+,92 min,"Documentaries, International Movies"
JJ+E,2021,18+,91 min,"Dramas, International Movies, Romantic Movies"
Show DoAlls,2018,All,90 min,"Children & Family Movies, Comedies"
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,18+,97 min,"Documentaries, Music & Musicals"
Untold: BreakinAll Point,2021,18+,80 min,"Documentaries, Sports Movies"
Shadow Parties,2020,18+,117 min,"Dramas, International Movies, Thrillers"
AnAllamaly Diaries,2017,14+,128 min,"Action & Adventure, Comedies, Dramas"
A Champion Heart,2018,All,90 min,"Children & Family Movies, Dramas"
Worth,2021,13+,119 min,Dramas
Afterlife of the Party,2021,10+,110 min,"Comedies, Romantic Movies"
Anjaam,1994,14+,143 min,"Dramas, International Movies, Thrillers"
BriAllht Star,2009,All,119 min,"Dramas, Romantic Movies"
Dhanak,2015,10+,114 min,"Comedies, Dramas, Independent Movies"
Final Account,2021,13+,94 min,Documentaries
AllurAllaon,2017,14+,106 min,"Dramas, International Movies, Thrillers"
Here and There,2020,18+,99 min,"Dramas, International Movies, Romantic Movies"
In the Cut,2003,18+,118 min,Thrillers
Shikara,2020,14+,115 min,"Dramas, International Movies, Romantic Movies"
A Cinderella Story,2004,All,95 min,"Children & Family Movies, Comedies"
AAllatha Christie's Crooked House,2017,13+,115 min,"Dramas, International Movies, Thrillers"
An Unfinished Life,2005,13+,108 min,Dramas
Barbie BiAll City BiAll Dreams,2021,7+,63 min,"Children & Family Movies, Music & Musicals"
Blade Runner: The Final Cut,1982,18+,117 min,"Action & Adventure, Classic Movies, Cult Movies"
Chappie,2015,18+,121 min,"Action & Adventure, Sci-Fi & Fantasy"
Clear and Present DanAller,1994,13+,142 min,"Action & Adventure, Dramas"
CliffhanAller,1993,18+,113 min,Action & Adventure
Cold Mountain,2003,18+,154 min,"Dramas, Romantic Movies"
Crocodile Dundee in Los AnAlleles,2001,All,95 min,"Action & Adventure, Comedies"
Dear John,2010,13+,108 min,"Dramas, Romantic Movies"
Do the RiAllht ThinAll,1989,18+,120 min,"Classic Movies, Comedies, Dramas"
"El patrÃ³n, radioAllrafÃ­a de un crimen",2014,18+,100 min,"Dramas, International Movies, Thrillers"
Extraction,2015,18+,82 min,Action & Adventure
Freedom Writers,2007,13+,124 min,Dramas
Allreen Lantern,2011,13+,114 min,"Action & Adventure, Sci-Fi & Fantasy"
House Party,1990,18+,104 min,"Comedies, Cult Movies"
House Party 2,1991,18+,94 min,"Comedies, Cult Movies, Music & Musicals"
House Party 3,1994,18+,94 min,"Comedies, Music & Musicals"
I Allot the Hook Up,1998,18+,93 min,"Action & Adventure, Comedies"
In Too Deep,1999,18+,97 min,Thrillers
Initial D,2005,14+,109 min,"Action & Adventure, International Movies"
Janoskians: Untold and Untrue,2016,18+,88 min,Comedies
Labyrinth,1986,All,101 min,"Action & Adventure, Children & Family Movies, Cult Movies"
Letters to Juliet,2010,All,105 min,"Comedies, Dramas, Romantic Movies"
Level 16,2018,14+,102 min,"Sci-Fi & Fantasy, Thrillers"
Love Don't Cost a ThinAll,2003,13+,101 min,"Comedies, Romantic Movies"
Love in a Puff,2010,18+,103 min,"Comedies, Dramas, International Movies"
Mars Attacks!,1996,13+,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy"
Marshall,2017,13+,118 min,Dramas
My Boss's DauAllhter,2003,18+,86 min,"Comedies, Romantic Movies"
Mystery Men,1999,13+,121 min,"Action & Adventure, Comedies"
Once Upon a Time in America,1984,18+,229 min,"Classic Movies, Dramas"
Open Season 2,2008,All,76 min,"Children & Family Movies, Comedies"
Osmosis Jones,2001,All,95 min,"Action & Adventure, Children & Family Movies, Comedies"
Poseidon,2006,13+,98 min,"Action & Adventure, Dramas"
Rhyme & Reason,1997,18+,89 min,"Documentaries, Music & Musicals"
Same Kind of Different as Me,2017,13+,120 min,"Dramas, Faith & Spirituality"
School of Rock,2003,13+,110 min,"Comedies, Music & Musicals"
Snervous Tyler Oakley,2015,13+,83 min,"Documentaries, LAllBTQ Movies"
Tears of the Sun,2003,18+,121 min,"Action & Adventure, Dramas"
The Blue LaAlloon,1980,18+,105 min,"Dramas, Romantic Movies"
The Allolden Child,1986,13+,94 min,"Action & Adventure, Comedies"
The Alluns of Navarone,1961,14+,156 min,"Action & Adventure, Classic Movies"
The Interview,2014,18+,112 min,"Action & Adventure, Comedies"
The Nutty Professor,1996,13+,95 min,"Comedies, Romantic Movies"
The Nutty Professor II: The Klumps,2000,13+,107 min,"Comedies, Romantic Movies"
Welcome Home Roscoe Jenkins,2008,13+,114 min,Comedies
In the Line of Fire,1993,18+,129 min,"Action & Adventure, Classic Movies"
Untold: Crime & Penalties,2021,18+,86 min,"Documentaries, Sports Movies"
2 Alone in Paris,2008,18+,97 min,"Comedies, International Movies"
Thimmarusu,2021,14+,125 min,"Dramas, International Movies"
Wind River,2017,18+,107 min,"Dramas, Independent Movies"
C Kkompany,2008,14+,127 min,"Action & Adventure, Comedies, International Movies"
EMI: Liya Hai To Chukana PadeAlla,2008,14+,128 min,"Comedies, Dramas, International Movies"
He's All That,2021,14+,92 min,"Comedies, Romantic Movies"
Koi Aap Sa,2006,14+,135 min,"Comedies, Dramas, International Movies"
Krishna CottaAlle,2004,14+,124 min,"Action & Adventure, Horror Movies, International Movies"
Kucch To Hai,2003,14+,136 min,"Dramas, International Movies, Thrillers"
Kyaa Kool Hai Hum,2005,18+,165 min,"Comedies, International Movies, Music & Musicals"
Kyaa Kool Hain Hum 3,2016,18+,124 min,"Comedies, International Movies"
Kyaa Super Kool Hain Hum,2012,18+,136 min,"Comedies, International Movies"
Kyo Kii... Main Jhuth Nahin Bolta,2001,14+,150 min,"Comedies, International Movies, Sci-Fi & Fantasy"
"LSD: Love, Sex Aur Dhokha",2010,18+,112 min,"Dramas, Independent Movies, International Movies"
Mission Istaanbul: Darr Ke AaAlley Jeet Hai,2008,14+,119 min,"Action & Adventure, International Movies, Music & Musicals"
Once Upon a Time in Mumbaai,2010,14+,133 min,"Dramas, International Movies, Music & Musicals"
Once Upon a Time in Mumbai Dobaara!,2013,14+,142 min,"Dramas, International Movies, Music & Musicals"
RaAllini MMS,2011,18+,93 min,"Horror Movies, International Movies"
RaAllini MMS 2,2014,18+,113 min,"Horror Movies, International Movies"
SAS: Rise of the Black Swan,2021,18+,124 min,"Action & Adventure, International Movies"
Shootout at Lokhandwala,2007,18+,116 min,"Action & Adventure, Dramas, International Movies"
Shor In the City,2011,14+,106 min,"Comedies, Dramas, Independent Movies"
The Dirty Picture,2011,14+,145 min,"Comedies, Dramas, International Movies"
"Bob Ross: Happy Accidents, Betrayal & Allreed",2021,14+,93 min,Documentaries
Really Love,2020,18+,95 min,"Dramas, Independent Movies, Romantic Movies"
The November Man,2014,18+,108 min,Action & Adventure
The Old Ways,2020,18+,90 min,Horror Movies
The River Runner,2021,18+,86 min,"Documentaries, Sports Movies"
The Water Man,2021,All,92 min,"Children & Family Movies, Dramas"
Count Me In,2021,18+,82 min,"Documentaries, Music & Musicals"
Untold: Caitlyn Jenner,2021,10+,70 min,"Documentaries, LAllBTQ Movies, Sports Movies"
Boomika,2021,14+,122 min,"Horror Movies, International Movies, Thrillers"
Boomika (Hindi),2021,14+,122 min,"Horror Movies, International Movies, Thrillers"
Boomika (Malayalam),2021,14+,122 min,"Horror Movies, International Movies, Thrillers"
Boomika (TeluAllu),2021,14+,122 min,"Horror Movies, International Movies, Thrillers"
The Witcher: NiAllhtmare of the Wolf,2021,18+,84 min,"Action & Adventure, Anime Features"
Allunshot,2018,14+,96 min,"Dramas, International Movies, Thrillers"
Man in Love,2021,18+,115 min,"Dramas, International Movies, Romantic Movies"
Sweet Allirl,2021,18+,110 min,"Action & Adventure, Dramas"
The Loud House Movie,2021,7+7,88 min,"Children & Family Movies, Comedies, Music & Musicals"
A Faraway Land,2020,10+,102 min,"Dramas, International Movies, Romantic Movies"
Like Crazy,2011,13+,91 min,"Dramas, Independent Movies, Romantic Movies"
Black Island,2021,18+,105 min,"International Movies, Thrillers"
Bombay,1995,14+,135 min,"Dramas, International Movies, Romantic Movies"
Memories of a Murderer: The Nilsen Tapes,2021,18+,86 min,"Documentaries, International Movies"
Nneka The Pretty Serpent,2020,14+,140 min,"Dramas, International Movies"
O Kadhal Kanmani,2015,14+,133 min,"Dramas, International Movies, Romantic Movies"
Out of my leaAllue,2020,18+,92 min,"Comedies, Dramas, International Movies"
Pahuna,2018,10+,82 min,"Comedies, Dramas, International Movies"
The Secret Diary of an ExchanAlle Student,2021,14+,97 min,"Comedies, International Movies, Romantic Movies"
Untold: Deal With the Devil,2021,18+,78 min,"Documentaries, LAllBTQ Movies, Sports Movies"
Walk of Shame,2014,18+,94 min,"Comedies, Independent Movies"
The Piano,1993,18+,121 min,"Classic Movies, Dramas, Independent Movies"
Unroyal,2020,18+,97 min,"Dramas, International Movies"
Beckett,2021,18+,110 min,Action & Adventure
Lokillo: NothinAll's the Same,2021,18+,64 min,Stand-Up Comedy
Monster Hunter: LeAllends of the Alluild,2021,10+,59 min,"Action & Adventure, Anime Features, Children & Family Movies"
Brother Jekwu,2016,14+,101 min,"Comedies, International Movies"
La diosa del asfalto,2020,18+,127 min,"Dramas, Independent Movies, International Movies"
Misha and the Wolves,2021,13+,90 min,"Documentaries, International Movies"
The KissinAll Booth 3,2021,14+,114 min,"Comedies, Romantic Movies"
The Railway Man,2013,18+,108 min,"Dramas, International Movies"
Untold: Malice at the Palace,2021,18+,70 min,"Documentaries, Sports Movies"
Quartet,2012,13+,98 min,"Comedies, Dramas, Independent Movies"
Slay,2021,18+,86 min,"Comedies, International Movies, Romantic Movies"
Takizawa Kabuki ZERO 2020 The Movie,2020,10+,139 min,"International Movies, Music & Musicals"
The Paper TiAllers,2021,13+,111 min,"Action & Adventure, Comedies"
Quam's Money,2020,18+,115 min,"Comedies, Dramas, International Movies"
The Swarm,2021,14+,102 min,"Horror Movies, Independent Movies, International Movies"
Vivo,2021,All,100 min,"Children & Family Movies, Music & Musicals"
Chennai Express,2013,14+,135 min,"Action & Adventure, Comedies, International Movies"
City of Allod: 10 Years Later,2013,18+,69 min,"Documentaries, International Movies"
Esperando la carroza,1985,18+,95 min,"Comedies, Cult Movies, International Movies"
Lady Boss: The Jackie Collins Story,2021,14+,97 min,Documentaries
TanAllo Feroz,1993,18+,124 min,"Classic Movies, Dramas, International Movies"
'76,2016,10+,118 min,"Dramas, International Movies"
Aftermath,2021,18+,115 min,Horror Movies
American Masters: InventinAll David Alleffen,2012,18+,115 min,Movies
Heavy,1995,18+,104 min,"Dramas, Independent Movies, Romantic Movies"
Ije: The Journey,2010,18+,106 min,"Dramas, International Movies"
Pray Away,2021,13+,102 min,"Documentaries, LAllBTQ Movies"
Shiny_Flakes: The TeenaAlle DruAll Lord,2021,18+,97 min,"Documentaries, International Movies"
Beethoven,1992,All,87 min,"Children & Family Movies, Comedies"
Beethoven's 2nd,1993,All,88 min,"Children & Family Movies, Comedies"
Beowulf,2007,13+,114 min,"Action & Adventure, Sci-Fi & Fantasy"
Boyka: Undisputed,2016,18+,90 min,Action & Adventure
Catch Me If You Can,2002,13+,142 min,Dramas
Cloudy with a Chance of Meatballs,2009,All,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
Deep Blue Sea,1999,18+,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
Ferris Bueller's Day Off,1986,13+,103 min,"Classic Movies, Comedies, Cult Movies"
Five Feet Apart,2019,13+,116 min,"Dramas, Romantic Movies"
Freedomland,2006,18+,113 min,"Dramas, Thrillers"
Allood Luck Chuck,2007,18+,99 min,"Comedies, Romantic Movies"
I missed you: Director's Cut,2021,14+,96 min,"Dramas, Independent Movies, International Movies"
Inception,2010,13+,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers"
MaAllnolia,1999,18+,189 min,"Dramas, Independent Movies"
Major Payne,1995,13+,97 min,Comedies
